s_1_1;s_218_1;s_219_1;s_2_1;s_3;s_4;s_5;s_6;s_7;s_8;s_19;s_23;s_191_1;s_191_2;s_191_3;s_191_4;s_191_5;s_84;s_85;s_86;s_87;s_173;s_192;s_227;s_228;s_229;s_230;s_231;s_232;s_233;s_234;s_235;s_236;s_284;s_285;s_286;s_287;s_288;s_336;s_337;s_338;s_339;s_340;s_341;s_342;s_343;s_111;s_391;s_392;s_393;s_394;s_395;s_396;s_397;s_398;s_399;s_401;s_410;s_421;s_427;s_436;s_446;s_460;s_461;s_112;s_200;s_217;s_204;s_205;s_206;s_207;s_208;s_209;s_210;s_211;s_216;s_143;s_144;s_145;s_146;s_147;s_148;s_149;lang;stato_1;stato_2;stato_3;stato_4;stato_5
1;1;1;1;2;;colombia;2;2;3;36;2;1;1;0;0;1;1;2;2;3;2;2;5;4;6;3;6;2;5;5;2;2;;;;;;;;;;;;;;;5;4;5;5;2;2;2;4;3;2;5;3;2;2;1;5;;;1;2;;;3;;;;;;;3;3;3;4;1;2;1;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;27;Colombia;2;1;1;0;3;1;1;1;1;1;4;5;2;4;2;2;4;3;3;3;2;4;2;5;2;2;2;2;2;2;2;5;4;4;2;4;2;2;2;preguntados   parchis   quizculturageneral;6;5;2;2;5;1;1;2;3;2;2;5;2;1;1;5;2;;1;1;3;;3;;2;;3;;;2;2;2;1;2;2;1;3;0;0;0;1;0
1;1;1;1;2;;colombia;4;2;4;40;3;1;1;0;1;1;1;2;1;4;1;6;2;4;4;2;1;6;6;5;4;1;;;;;;1;1;5;6;5;1;1;4;Juego Parchis  preguntados  pet rescue saga;5;5;5;1;4;1;1;1;1;6;6;6;1;5;5;4;3;;1;1;3;;2;;2;;5;;;4;3;4;4;3;4;3;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
1;1;1;1;2;18;colombia;3;2;4;57;7;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
1;1;1;1;2;18;Colombia;4;2;4;38;3;1;1;1;1;1;6;6;4;6;2;1;4;5;5;5;5;2;6;3;2;2;4;5;4;2;2;7;7;7;7;7;7;7;7;;6;6;6;5;3;3;2;4;5;5;5;3;2;2;5;6;2;;1;1;1;Hablar de eso no me causa gracia, para ser honesta.;1;No me dan risa los memes de ese estilo;1;;5;Creo que ya estamos dmasiado saturados de este tema;;2;2;3;3;2;2;2;3;0;0;0;1;0
1;1;1;1;1;19;Thailand;3;2;2;36;3;1;1;1;1;1;1;6;1;1;4;6;6;1;1;2;6;6;2;1;6;6;6;3;1;6;6;1;5;5;1;1;6;6;2;???????????????????????????????????????????????? ???????????????????????????????????????????????????single player   Ex terraria, city skyline etc;6;2;1;1;6;6;1;6;6;2;1;2;1;1;5;6;6;??????????????????? ??????? digital Minimalism ?????????????????????????????????(????????????????????????????????????????) ????????????????????????????????????????????????????????????????????????? ???????????????????????????????????????????(???? ????????????, ??????) ???????????????? tool ???? ??????????????????????????????????????????????????????????????????????????????;1;1;4;"?????????????????????????????????? ??????????????????????? ???? ???????????? ""????????????????????????? ?????????????????????????""";5;????? ???? ????????????????????????????????????;5;??????????????????????????????;3;;;3;4;3;2;3;2;1;7;0;0;0;1;0
1;1;1;1;2;;colombia;4;2;4;55;3;1;1;1;1;1;6;6;6;6;1;1;2;2;2;2;2;6;6;6;2;1;6;2;2;2;1;6;2;6;2;6;2;2;2;parchis online;5;2;2;1;5;3;1;1;1;1;1;5;1;1;4;6;1;;1;1;1;;1;;1;;5;;;2;2;4;2;1;1;2;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;0;0;1;0;0
1;1;1;1;2;40;Colombia;5;1;3;70;1;1;1;1;0;1;5;5;2;5;2;1;5;2;4;5;2;5;2;5;2;2;5;5;2;2;2;;;;;;;;;;5;5;2;2;2;2;2;2;2;2;2;2;4;4;2;5;2;;1;1;2;Es un tema sensible y que genera controversia;3;Relajación;2;Es un tema sensible y que genera controversia;5;Es una forma de diversión;;2;2;2;2;1;1;2;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;35;Thailand;8;2;2;30;1;1;1;1;0;1;6;6;1;4;1;2;1;2;6;1;1;6;1;6;1;1;1;1;5;1;1;;;;;;;;;;6;2;6;3;4;3;2;1;1;2;2;2;2;1;1;6;1;;2;2;;;;;;;;;;2;2;2;2;1;2;1;7;0;0;0;1;0
1;1;1;1;2;24;Colombia;4;2;3;40;5;1;1;0;1;1;2;2;2;4;1;1;4;4;5;5;4;2;2;6;3;2;;;;;;6;6;5;5;4;3;5;2;RPGS;4;5;5;3;5;2;1;5;5;3;5;3;2;2;3;5;4;;1;1;3;Para reflexionar sobre la situación;4;Sobretodo para reír con amigos;3;Para reír con amigos;5;Me hacen reír y me distraen;;2;3;4;3;4;3;1;3;0;0;0;1;0
1;1;1;1;2;22;Colombia;3;2;1;32;5;1;1;0;0;1;2;7;2;5;2;6;1;1;1;1;1;1;1;1;1;1;;;;;;;;;;;;;;;1;2;3;1;1;4;1;1;1;6;3;3;1;1;3;5;3;Tengo una bebe recién nacida y todo mi tiempo lo dedico a ella y en mi casa nos enfocamos más en compartir entre nosotros que en los aparatos;1;2;;;1;Me parece una falta de respeto para con las víctimas;;;;;;2;1;4;1;4;4;2;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;63;Colombia;4;1;3;29;2;1;1;1;0;0;3;4;2;4;1;3;6;5;4;1;2;2;2;3;5;5;4;2;2;4;2;;;;;;;;;;;;;;;;;;;;2;6;5;7;5;2;6;;2;2;;;;;;;;;;1;1;2;2;1;2;1;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;51;Colombia;5;1;1;34;2;1;1;0;1;1;4;4;2;6;1;1;2;1;2;1;2;2;5;6;2;1;;;;;;2;1;1;2;1;1;1;1;;2;1;2;1;1;2;1;2;1;5;2;5;5;5;4;2;2;;1;1;2;;2;;2;;4;;;4;4;3;4;4;2;2;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;42;USA;5;2;4;35;3;1;1;1;0;1;5;5;3;5;1;1;4;;3;5;4;7;7;5;2;1;4;4;2;2;1;;;;;;;;;;4;6;3;1;4;2;1;1;1;4;2;2;2;1;1;2;1;;1;1;2;;3;;2;;2;;I am more likely to share links to articles than to share memes.;2;2;2;3;1;2;2;2;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;21;Italy;4;2;2;41;4;1;1;0;1;1;6;5;4;4;3;4;3;3;4;5;5;5;7;6;4;4;;;;;;5;2;2;4;2;2;2;2;puzzle games;5;5;4;5;2;1;1;4;4;3;3;5;3;3;6;5;5;;1;1;2;;3;Humour makes it easier to cope with the situation;3;To lighten up the mood of others;4;It's good to also talk about other things;;1;1;2;1;1;2;1;2;0;0;0;1;0
1;1;1;1;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;31;Thailand;5;1;3;40;1;1;1;0;1;1;1;2;1;2;1;1;5;5;5;1;2;2;5;1;1;1;;;;;;5;5;1;2;1;1;2;1;;2;2;2;1;5;2;1;1;1;5;1;1;1;1;1;5;1;;1;1;2;;3;;2;;2;;;2;3;4;2;1;2;1;7;0;0;0;1;0
1;1;1;1;2;24;Colombia;4;1;3;36;1;1;1;1;1;1;5;6;4;6;1;1;2;4;6;2;1;3;3;6;2;1;2;1;2;2;1;5;2;5;5;5;2;4;4;;4;4;5;2;4;1;1;4;3;1;1;2;2;4;2;4;3;;1;1;3;Invitan a la reflexión;2;Se lo toman como broma;2;No es un juego;4;Permiten distracción;;2;2;3;3;2;2;1;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
1;1;1;1;1;67;COLOMBIA;5;2;3;45;;1;1;0;0;0;2;4;1;4;3;1;2;1;2;1;7;4;3;5;1;1;;;;;;;;;;;;;;;;;;;;;;;;;7;7;7;7;7;2;2;;2;2;;;;;;;;;;2;1;3;1;1;2;2;3;0;0;0;1;0
1;1;1;1;2;37;Thailand;5;1;4;30;3;1;1;1;0;1;4;3;3;5;1;1;5;4;1;1;1;5;5;6;2;1;5;1;1;2;2;;;;;;;;;;4;2;1;1;5;5;2;5;3;5;2;1;1;1;2;4;3;;1;1;1;??????????????????;3;Just take a look;1;I don't want to bother others;1;I don't want to bother others;;1;4;2;2;1;2;2;7;0;0;0;1;0
1;1;1;1;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
1;1;1;1;1;50;Colombia;5;2;1;38;2;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
1;1;1;1;2;31;Colombia;5;1;3;35;3;1;1;1;0;1;2;4;2;5;1;1;6;3;5;2;1;2;2;4;1;1;2;2;3;4;2;;;;;;;;;;5;4;3;1;1;1;1;1;1;2;5;5;4;1;5;4;2;;1;2;;;4;ayuda a que la situacion de mimetice;;;;;;2;1;2;3;3;3;3;3;0;0;0;1;0
1;1;1;1;2;44;Spain;4;1;1;40;1;1;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
1;1;1;1;2;32;Thailand;5;1;3;32;0;1;1;1;0;1;2;2;4;4;1;1;2;1;1;1;1;6;2;2;1;1;4;1;1;1;1;;;;;;;;;;6;3;2;1;6;6;4;1;1;1;1;1;1;1;1;5;1;;1;1;3;;3;;3;;3;;;2;4;2;1;1;1;2;7;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;;Colombia;8;1;2;20;6;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;26;Colombia;4;1;1;25;4;1;1;1;1;1;5;4;2;4;1;1;6;2;5;1;2;1;4;7;5;5;5;5;2;2;2;2;2;2;2;7;2;2;2;;5;2;5;2;2;2;2;2;2;2;2;6;1;4;2;3;3;;1;2;;;5;Diversion;;;;;;2;2;2;2;1;1;1;3;0;0;0;1;0
1;1;1;1;1;34;Colombia;8;2;1;27;1;1;1;1;1;1;4;1;3;5;1;1;6;1;6;1;6;6;1;6;1;1;3;1;6;1;1;6;1;1;6;1;6;1;1;RPG,plataformas;6;5;5;1;6;6;3;1;1;1;1;2;3;1;3;5;1;;1;1;4;Me parece que es una forma chistosa de ver lo duro que es esto;4;;3;;4;;;2;2;2;1;1;1;2;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;;54;Thailand;8;1;3;45;1;1;1;1;0;1;2;4;1;4;1;1;6;4;6;1;2;4;3;1;2;2;5;2;6;1;1;;;;;;;;;;4;2;6;2;6;6;1;2;1;2;1;1;1;1;1;6;2;;1;1;4;??????????;4;????????;3;????????;3;??????????????????;;1;1;2;1;1;2;2;7;0;0;0;1;0
1;1;1;1;2;22;Colombia;4;2;4;50;1;1;1;1;1;1;4;4;4;5;3;2;5;4;5;4;5;5;3;6;5;4;3;2;2;3;3;4;4;4;5;4;4;4;3;Un juego de Parques o juegos mentales;5;5;5;5;3;3;1;5;4;2;3;4;4;3;4;3;5;;1;2;;;3;;;;;;;3;3;3;3;2;2;2;3;0;0;0;1;0
1;1;1;1;2;22;Argentina;5;1;1;67;1;1;1;0;0;1;5;5;6;5;2;2;;2;5;2;2;5;2;6;2;2;;;;;;;;;;;;;;;5;5;6;2;2;2;2;6;6;2;4;2;2;7;6;7;2;;1;1;2;;4;;3;;5;;;3;2;4;3;2;3;2;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;22;Colombia;4;1;1;35;0;1;1;1;1;1;2;5;3;4;4;2;6;5;4;6;5;2;6;3;5;2;5;5;4;3;2;6;6;6;3;6;6;4;2;Juegos de mmorpg;6;5;4;4;2;2;2;5;2;6;7;7;7;7;7;7;6;;1;1;3;;4;;4;;4;;;3;2;4;3;3;2;1;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;38;Thailand;8;1;2;15;3;1;1;1;1;0;2;4;2;5;1;1;6;2;6;1;2;5;1;4;1;1;2;1;5;1;1;5;1;2;6;1;1;2;2;Nintendo;;;;;;;;;;;1;1;1;4;4;2;2;;2;2;;;;;;;;;;1;4;1;1;1;1;1;7;0;0;0;1;0
1;1;1;1;1;45;Denmark;8;1;1;48;1;1;1;1;1;1;3;3;1;4;2;1;2;2;2;2;2;2;7;3;1;2;6;6;4;2;1;6;4;5;4;6;4;2;1;co op rpg med venner;5;4;2;2;5;3;1;2;1;3;7;7;7;7;7;6;2;;1;2;;;3;hvis de var sjove;;;;;;1;1;1;2;4;2;1;4;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;0;0;1;0;0
1;1;1;1;1;22;Colombia;4;1;1;26;2;1;1;1;1;0;1;7;7;7;7;1;4;3;2;1;1;4;2;1;1;1;2;2;2;2;1;6;2;4;1;5;2;1;1;Sandbox, aventura, rol;;;;;;;;;;;4;4;4;4;4;5;1;;1;1;2;;2;;2;;4;;;1;1;1;1;1;1;1;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;;19;colombia;8;2;4;20;2;1;1;1;1;1;5;5;3;7;3;2;6;6;5;2;7;7;2;7;6;2;4;3;5;5;5;2;2;2;2;2;3;5;5;;7;7;6;3;7;7;;6;5;2;3;6;4;4;4;6;6;;1;2;;;5;;;;;;;2;2;3;1;2;4;3;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;24;Thailand;8;;2;32;3;1;1;1;0;0;3;3;2;4;3;3;4;5;5;2;2;2;3;4;3;2;5;4;4;4;2;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;4;2;;1;2;;;3;???????????????????;;;;;;2;2;2;2;1;2;2;7;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;;;Colombia;4;2;2;31;1;1;1;1;0;1;6;6;4;5;2;1;2;1;1;1;1;2;1;2;1;1;2;1;1;1;1;;;;;;;;;;1;1;1;1;1;5;2;1;1;1;1;1;1;1;1;5;1;No es mi caso que me deprima o necesite esos medios de comunicacion para sentirme buen pero creo que para muchas personas si es muy util y les ayuda a sentirse acompañadas y recibir apoyo;2;2;;;;;;;;;;1;1;1;1;1;1;1;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;36;Thailand;5;1;2;35;5;1;1;0;0;0;2;4;1;6;1;1;5;2;5;1;1;6;5;6;1;1;;;;;;;;;;;;;;;;;;;;;;;;;5;1;1;5;1;2;2;;2;2;;;;;;;;;;2;2;3;2;1;2;1;7;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;1;44;Thailand;5;1;3;69;8;1;1;1;1;1;5;5;3;3;2;1;6;5;2;2;4;5;6;5;6;5;5;2;4;2;2;5;5;5;3;5;5;5;3;?????? ?????????;5;5;3;5;4;5;5;5;3;2;2;5;5;5;5;5;4;????????????????;1;1;3;;3;;3;;3;;;2;2;2;2;1;1;2;7;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;0;0;1;0;0
1;1;1;1;1;31;Denmark;5;1;2;37;7;1;1;1;0;1;5;5;5;4;2;1;5;5;4;4;3;4;2;5;4;3;5;5;4;5;3;;;;;;;;;;3;4;2;2;5;2;2;4;2;1;3;3;3;3;3;4;2;;1;2;;;2;;;;;;;1;3;1;2;1;1;1;7;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;1;0;0;0
1;1;1;1;2;;Sweden;5;1;2;65;;1;1;0;0;1;1;5;5;5;4;1;3;3;4;7;7;1;3;1;7;7;;;;;;;;;;;;;;;7;7;7;7;4;7;7;7;7;7;7;7;7;7;7;7;7;;2;2;;;;;;;;;Use interest to research on my studies and check up on daily news and updates;1;1;1;1;1;1;1;2;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;23;Colombia;4;2;1;30;;1;1;1;0;1;4;6;2;4;2;1;2;4;5;1;5;1;5;5;2;1;6;4;3;2;3;;;;;;;;;;6;5;4;5;3;1;1;6;5;2;7;7;7;7;7;5;3;;1;1;2;;3;;2;;4;;;;;;;;;;3;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;23;Colombia;4;2;4;60;9;1;1;0;0;1;7;4;7;4;7;7;6;6;5;4;5;3;7;3;7;7;;;;;;;;;;;;;;;5;5;5;7;7;7;7;7;5;7;4;5;7;7;5;5;7;;1;2;;;5;Porque a pesar de todo nos cambian un poco la perspectiva;;;;;;2;2;2;2;3;2;2;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
