"lang";3;"Spanish"
"lang";4;"Danish"
"lang";5;"Italian"
"lang";6;"German"
"lang";7;"Thai"
"lang";8;"Hungarian"
"lang";9;"French"
"stato_1";0;"Not selected"
"stato_1";1;"Selected"
"stato_2";0;"Not selected"
"stato_2";1;"Selected"
"stato_3";0;"Not selected"
"stato_3";1;"Selected"
"stato_4";0;"Not selected"
"stato_4";1;"Selected"
"stato_5";0;"Not selected"
"stato_5";1;"Selected"
